year,id_,wrkstat,marital,age,educ,degree,sex,hompop,tvhours,coninc,ballot
2018,567,Working full time,Married,53,16,Bachelor's,FEMALE,4,2,112160.0,Ballot b
2018,568,Retired,Divorced,66,20,Graduate,MALE,2,0 hours,47317.5,Ballot a
2018,569,Working full time,Married,67,16,Bachelor's,MALE,2,2,158201.84123,Ballot b
2018,570,Working full time,Married,.n:  No answer,16,Bachelor's,FEMALE,2,1,-100.0,Ballot b
2018,571,Working full time,Never married,28,20,Graduate,FEMALE,1,0 hours,22782.5,Ballot b
2018,572,Working full time,Never married,23,16,Bachelor's,FEMALE,2,.i:  Inapplicable,22782.5,Ballot c
2018,573,Working full time,Married,37,20,Graduate,MALE,2,1,84120.0,Ballot b
2018,574,Working full time,Never married,27,12,High school,MALE,1,.i:  Inapplicable,47317.5,Ballot c
2018,575,Keeping house,Never married,32,14,Associate/junior college,FEMALE,5,.i:  Inapplicable,7886.25,Ballot c
2018,576,Working part time,Divorced,40,12,High school,FEMALE,2,5,11391.25,Ballot a
2018,577,In school,Never married,22,16,Bachelor's,FEMALE,3,.i:  Inapplicable,47317.5,Ballot c
2018,578,Working full time,Separated,38,14,High school,MALE,3,.i:  Inapplicable,13143.75,Ballot c
2018,579,"With a job, but not at work because of temporary illness, vacation, strike",Never married,45,15,High school,FEMALE,2,4,22782.5,Ballot b
2018,580,Retired,Divorced,63,12,High school,MALE,1,6,11391.25,Ballot a
2018,581,Working full time,Never married,30,20,Graduate,FEMALE,1,4,38555.0,Ballot b
2018,582,Working part time,Never married,25,12,High school,MALE,2,1,7886.25,Ballot a
2018,583,Working full time,Divorced,44,12,High school,FEMALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,584,Working full time,Never married,56,12,High school,MALE,2,6,16648.75,Ballot b
2018,585,Working part time,Married,45,12,High school,FEMALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,586,Working full time,Never married,27,7,Less than high school,FEMALE,4,1,7886.25,Ballot b
2018,587,Working full time,Married,53,17,Bachelor's,MALE,4,3,31545.0,Ballot b
2018,588,Working full time,Widowed,66,15,Associate/junior college,FEMALE,1,5,19277.5,Ballot b
2018,589,Working full time,Divorced,48,18,Bachelor's,FEMALE,3,2,70100.0,Ballot a
2018,590,Working full time,Married,50,14,High school,FEMALE,3,3,70100.0,Ballot b
2018,591,Working part time,Never married,18,11,Less than high school,FEMALE,5,3,-100.0,Ballot b
2018,592,Working part time,Never married,51,16,Bachelor's,MALE,1,.i:  Inapplicable,16648.75,Ballot c
2018,593,Working full time,Divorced,63,13,High school,FEMALE,1,4,47317.5,Ballot b
2018,594,Working part time,Married,57,12,High school,FEMALE,3,.i:  Inapplicable,47317.5,Ballot c
2018,595,Retired,Widowed,68,16,Bachelor's,MALE,1,4,16648.75,Ballot b
2018,596,Working full time,Married,64,14,High school,MALE,2,2,70100.0,Ballot b
2018,597,Working full time,Never married,26,12,High school,MALE,4,1,31545.0,Ballot a
2018,598,Keeping house,Married,58,16,Associate/junior college,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,599,Working full time,Married,53,19,Graduate,FEMALE,1,2,158201.84123,Ballot b
2018,600,Working full time,Never married,28,12,High school,MALE,2,1,11391.25,Ballot b
2018,601,Keeping house,Married,30,11,Less than high school,FEMALE,4,4,19277.5,Ballot a
2018,602,Retired,Married,53,14,Associate/junior college,MALE,2,6,70100.0,Ballot b
2018,603,Working full time,Married,56,13,High school,MALE,2,4,47317.5,Ballot b
2018,604,In school,Never married,20,12,High school,MALE,4,2,6309.0,Ballot a
2018,605,"Unemployed, laid off, looking for work",Never married,64,16,Bachelor's,FEMALE,1,4,158201.84123,Ballot b
2018,606,Keeping house,Never married,40,12,High school,MALE,2,10,26287.5,Ballot a
2018,607,Keeping house,Married,64,9,High school,FEMALE,2,1,19277.5,Ballot b
2018,608,Working full time,Married,39,14,High school,FEMALE,4,0 hours,47317.5,Ballot a
2018,609,Keeping house,Married,42,9,Less than high school,FEMALE,5,.i:  Inapplicable,4556.5,Ballot c
2018,610,Working full time,Never married,22,11,Less than high school,MALE,5,1,-100.0,Ballot a
2018,611,Working full time,Married,51,5,Less than high school,MALE,3,1,11391.25,Ballot a
2018,612,Working full time,Divorced,40,9,Less than high school,FEMALE,2,.i:  Inapplicable,22782.5,Ballot c
2018,613,Working full time,Divorced,40,10,Less than high school,MALE,2,2,84120.0,Ballot a
2018,614,Keeping house,Married,24,15,High school,FEMALE,5,4,47317.5,Ballot b
2018,615,Keeping house,Never married,27,9,Less than high school,FEMALE,5,4,3855.5,Ballot b
2018,616,Keeping house,Married,34,7,Less than high school,FEMALE,4,.i:  Inapplicable,14896.25,Ballot c
2018,617,Keeping house,Never married,24,14,High school,FEMALE,3,.i:  Inapplicable,6309.0,Ballot c
2018,618,Keeping house,Married,34,12,High school,FEMALE,4,3,3154.5,Ballot b
2018,619,"Unemployed, laid off, looking for work",Married,44,16,Bachelor's,FEMALE,3,.i:  Inapplicable,13143.75,Ballot c
2018,620,Keeping house,Widowed,80,12,High school,FEMALE,1,6,22782.5,Ballot b
2018,621,Keeping house,Married,61,16,Bachelor's,FEMALE,2,5,158201.84123,Ballot b
2018,622,Working part time,Divorced,39,12,High school,FEMALE,5,8,84120.0,Ballot a
2018,623,Working full time,Never married,41,20,Graduate,FEMALE,3,0 hours,70100.0,Ballot b
2018,624,Working full time,Married,34,14,High school,MALE,4,1,57832.5,Ballot a
2018,625,Retired,Married,70,19,Graduate,FEMALE,2,1,-100.0,Ballot a
2018,626,Working full time,Separated,49,15,High school,FEMALE,4,.i:  Inapplicable,84120.0,Ballot c
2018,627,In school,Married,59,19,Graduate,FEMALE,3,1,-100.0,Ballot b
2018,628,Working full time,Never married,31,20,Graduate,FEMALE,2,.i:  Inapplicable,26287.5,Ballot c
2018,629,Retired,Separated,77,16,Bachelor's,MALE,1,5,38555.0,Ballot a
2018,630,Working part time,Divorced,40,17,Bachelor's,FEMALE,1,0 hours,-100.0,Ballot a
2018,631,Working part time,Married,53,16,Graduate,FEMALE,2,.i:  Inapplicable,-100.0,Ballot c
2018,632,"Unemployed, laid off, looking for work",Never married,29,12,High school,FEMALE,1,15,13143.75,Ballot b
2018,633,Working full time,Never married,39,15,High school,FEMALE,1,.i:  Inapplicable,26287.5,Ballot c
2018,634,"With a job, but not at work because of temporary illness, vacation, strike",Never married,27,15,High school,FEMALE,2,1,26287.5,Ballot b
2018,635,Working full time,Divorced,62,18,Graduate,MALE,1,2,57832.5,Ballot a
2018,636,Working part time,Separated,48,12,High school,FEMALE,2,.i:  Inapplicable,7886.25,Ballot c
2018,637,Working full time,Married,28,12,High school,FEMALE,3,1,47317.5,Ballot b
2018,638,"Unemployed, laid off, looking for work",Married,47,12,High school,MALE,6,5,9638.75,Ballot a
2018,639,Working full time,Never married,42,13,High school,FEMALE,1,5,26287.5,Ballot b
2018,640,Working part time,Married,38,12,High school,FEMALE,2,0 hours,84120.0,Ballot b
2018,641,"With a job, but not at work because of temporary illness, vacation, strike",Married,53,16,Bachelor's,MALE,3,2,70100.0,Ballot a
2018,642,Working full time,Divorced,40,14,High school,MALE,3,.i:  Inapplicable,47317.5,Ballot c
2018,643,Working full time,Married,57,15,Associate/junior college,MALE,2,1,158201.84123,Ballot b
2018,644,Working full time,Married,51,11,High school,MALE,3,1,38555.0,Ballot a
2018,645,Retired,Separated,60,14,Associate/junior college,FEMALE,1,.i:  Inapplicable,9638.75,Ballot c
2018,646,Working full time,Divorced,55,18,Graduate,FEMALE,1,0 hours,84120.0,Ballot b
2018,647,Working full time,Married,40,14,High school,FEMALE,2,2,158201.84123,Ballot a
2018,648,Working full time,Married,25,11,Less than high school,MALE,3,1,-100.0,Ballot b
2018,649,Keeping house,Never married,19,6,Less than high school,FEMALE,2,3,13143.75,Ballot b
2018,650,"Unemployed, laid off, looking for work",Never married,46,3,Less than high school,MALE,1,3,14896.25,Ballot a
2018,651,Other,Divorced,60,9,Less than high school,FEMALE,1,6,7886.25,Ballot b
2018,652,Working part time,Never married,22,12,High school,FEMALE,2,1,3154.5,Ballot a
2018,653,Working full time,Never married,29,19,Graduate,FEMALE,2,1,38555.0,Ballot a
2018,654,Working part time,Never married,28,16,Bachelor's,MALE,1,.i:  Inapplicable,22782.5,Ballot c
2018,655,Working full time,Never married,36,12,High school,FEMALE,1,4,9638.75,Ballot b
2018,656,Keeping house,Married,29,16,Bachelor's,FEMALE,4,.i:  Inapplicable,22782.5,Ballot c
2018,657,Working full time,Married,40,12,High school,MALE,2,5,31545.0,Ballot b
2018,658,Working full time,Married,47,14,High school,MALE,1,.i:  Inapplicable,57832.5,Ballot c
2018,659,Working full time,Never married,.n:  No answer,13,High school,FEMALE,1,2,57832.5,Ballot b
2018,660,Working full time,Divorced,51,14,High school,MALE,2,3,22782.5,Ballot a
2018,661,"Unemployed, laid off, looking for work",Never married,63,13,High school,MALE,1,.i:  Inapplicable,11391.25,Ballot c
2018,662,Working full time,Never married,33,13,High school,MALE,1,1,38555.0,Ballot a
2018,663,Working full time,Married,47,12,High school,FEMALE,3,.i:  Inapplicable,38555.0,Ballot c
2018,664,Working part time,Married,26,15,High school,FEMALE,4,1,70100.0,Ballot a
2018,665,Working full time,Married,68,16,Bachelor's,MALE,2,1,47317.5,Ballot a
2018,666,Working full time,Married,36,16,Bachelor's,FEMALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,667,Working full time,Never married,34,14,Associate/junior college,MALE,1,3,70100.0,Ballot b
2018,668,Working full time,Never married,30,17,Bachelor's,FEMALE,4,.i:  Inapplicable,158201.84123,Ballot c
2018,669,Retired,Married,71,13,High school,FEMALE,2,2,112160.0,Ballot b
2018,670,Working part time,Never married,28,12,High school,FEMALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,671,Working part time,Married,65,16,Bachelor's,MALE,1,2,47317.5,Ballot b
2018,672,Working full time,Married,49,12,High school,MALE,3,.i:  Inapplicable,158201.84123,Ballot c
2018,673,Working part time,Divorced,32,12,High school,MALE,1,0 hours,16648.75,Ballot b
2018,674,"Unemployed, laid off, looking for work",Never married,21,15,High school,FEMALE,2,2,3154.5,Ballot a
2018,675,Working part time,Married,38,14,Associate/junior college,FEMALE,4,2,38555.0,Ballot a
2018,676,Working full time,Never married,22,14,High school,MALE,4,.i:  Inapplicable,47317.5,Ballot c
2018,677,Working full time,Divorced,50,14,High school,MALE,2,3,38555.0,Ballot a
2018,678,Retired,Married,86,13,High school,MALE,3,3,7886.25,Ballot b
2018,679,Working full time,Married,59,12,High school,FEMALE,4,1,26287.5,Ballot b
2018,680,In school,Divorced,28,15,Associate/junior college,FEMALE,3,0 hours,26287.5,Ballot a
2018,681,Working full time,Married,54,15,High school,MALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,682,"With a job, but not at work because of temporary illness, vacation, strike",Married,71,15,Bachelor's,FEMALE,2,5,47317.5,Ballot b
2018,683,Working full time,Married,58,16,Associate/junior college,FEMALE,4,8,112160.0,Ballot a
2018,684,Other,Widowed,88,3,Less than high school,FEMALE,3,2,-100.0,Ballot b
2018,685,Working full time,Married,34,12,High school,MALE,2,.i:  Inapplicable,98140.0,Ballot c
2018,686,"Unemployed, laid off, looking for work",Never married,52,12,High school,FEMALE,2,.i:  Inapplicable,11391.25,Ballot c
2018,687,Retired,Married,71,12,Less than high school,FEMALE,5,1,-100.0,Ballot a
2018,688,Working part time,Married,21,11,High school,FEMALE,3,4,-100.0,Ballot a
2018,689,Working full time,Never married,23,12,High school,MALE,4,.i:  Inapplicable,6309.0,Ballot c
2018,690,Retired,Widowed,82,12,High school,MALE,1,6,1402.0,Ballot a
2018,691,Working part time,Married,34,12,High school,MALE,6,.i:  Inapplicable,31545.0,Ballot c
2018,692,Working full time,Divorced,32,14,High school,FEMALE,6,2,16648.75,Ballot b
2018,693,Working part time,Divorced,43,15,Graduate,FEMALE,1,2,31545.0,Ballot a
2018,694,Keeping house,Widowed,75,12,High school,FEMALE,1,1,22782.5,Ballot a
2018,695,Working full time,Married,46,12,High school,MALE,3,2,31545.0,Ballot b
2018,696,Working full time,Never married,33,12,High school,MALE,2,1,22782.5,Ballot a
2018,697,Retired,Divorced,79,4,Less than high school,FEMALE,1,2,7886.25,Ballot b
2018,698,"With a job, but not at work because of temporary illness, vacation, strike",Divorced,50,12,High school,FEMALE,2,.i:  Inapplicable,-100.0,Ballot c
2018,699,Working part time,Divorced,40,16,Bachelor's,FEMALE,4,.i:  Inapplicable,70100.0,Ballot c
2018,700,Retired,Widowed,89 or older,4,Less than high school,FEMALE,2,.i:  Inapplicable,2453.5,Ballot c
2018,701,Working full time,Married,65,13,High school,MALE,3,6,38555.0,Ballot b
2018,702,Retired,Divorced,69,13,High school,FEMALE,1,.i:  Inapplicable,22782.5,Ballot c
2018,703,Retired,Divorced,73,12,High school,MALE,2,4,19277.5,Ballot b
2018,704,Working part time,Never married,53,9,Less than high school,FEMALE,4,2,-100.0,Ballot a
2018,705,Keeping house,Married,46,14,Associate/junior college,FEMALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,706,Working full time,Divorced,56,12,High school,FEMALE,1,2,57832.5,Ballot a
2018,707,Working full time,Married,71,12,High school,MALE,2,4,112160.0,Ballot b
2018,708,Working full time,Never married,33,12,High school,MALE,1,2,57832.5,Ballot a
2018,709,Retired,Divorced,68,15,High school,FEMALE,1,3,-100.0,Ballot b
2018,710,Retired,Widowed,89 or older,12,High school,FEMALE,1,4,22782.5,Ballot a
2018,711,Working part time,Never married,19,9,Less than high school,MALE,1,0 hours,7886.25,Ballot a
2018,712,Keeping house,Never married,26,16,Bachelor's,MALE,3,.i:  Inapplicable,-100.0,Ballot c
2018,713,Working full time,Divorced,28,18,Graduate,FEMALE,1,1,26287.5,Ballot a
2018,714,Retired,Divorced,70,12,High school,MALE,1,.i:  Inapplicable,5257.5,Ballot c
2018,715,Working full time,Married,38,11,Less than high school,FEMALE,3,.i:  Inapplicable,31545.0,Ballot c
2018,716,Working full time,Married,39,18,Graduate,MALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,717,Keeping house,Never married,19,13,High school,MALE,4,.i:  Inapplicable,112160.0,Ballot c
2018,718,"With a job, but not at work because of temporary illness, vacation, strike",Married,45,18,Graduate,MALE,3,2,158201.84123,Ballot b
2018,719,Working full time,Married,47,18,Graduate,FEMALE,2,1,158201.84123,Ballot a
2018,720,Working full time,Married,46,18,Graduate,MALE,2,1,112160.0,Ballot a
2018,721,Working part time,Never married,19,11,Less than high school,FEMALE,3,.i:  Inapplicable,57832.5,Ballot c
2018,722,Working full time,Divorced,48,16,Bachelor's,FEMALE,1,3,112160.0,Ballot b
2018,723,Keeping house,Married,38,15,High school,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,724,"Unemployed, laid off, looking for work",Never married,24,16,Bachelor's,MALE,2,.i:  Inapplicable,98140.0,Ballot c
2018,725,Keeping house,Never married,54,12,High school,FEMALE,1,8,5257.5,Ballot a
2018,726,Working full time,Widowed,50,15,Associate/junior college,MALE,2,0 hours,14896.25,Ballot b
2018,727,Working full time,Divorced,48,13,High school,MALE,4,1,112160.0,Ballot b
2018,728,Working part time,Never married,25,14,High school,MALE,4,4,14896.25,Ballot a
2018,729,Working full time,Divorced,59,12,High school,MALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,730,Working full time,Never married,25,12,High school,MALE,4,2,22782.5,Ballot b
2018,731,Working full time,Married,28,14,Associate/junior college,FEMALE,2,1,38555.0,Ballot a
2018,732,Working full time,Never married,40,13,High school,FEMALE,1,.i:  Inapplicable,11391.25,Ballot c
2018,733,Retired,Married,73,18,Graduate,FEMALE,2,3,47317.5,Ballot b
2018,734,Working full time,Married,50,10,Less than high school,MALE,2,4,84120.0,Ballot a
2018,735,Working full time,Never married,20,16,High school,FEMALE,4,2,70100.0,Ballot a
2018,736,Working full time,Married,43,14,High school,MALE,4,.i:  Inapplicable,57832.5,Ballot c
2018,737,Retired,Married,68,16,Bachelor's,FEMALE,2,.i:  Inapplicable,98140.0,Ballot c
2018,738,Working part time,Never married,18,12,High school,MALE,3,.i:  Inapplicable,98140.0,Ballot c
2018,739,Working full time,Married,54,14,High school,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,740,Working part time,Divorced,71,17,Graduate,FEMALE,1,1,16648.75,Ballot b
2018,741,Working full time,Married,28,12,High school,FEMALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,742,Working full time,Never married,46,16,Bachelor's,MALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,743,Working full time,Married,47,10,Less than high school,MALE,2,4,22782.5,Ballot b
2018,744,Working full time,Widowed,65,12,High school,FEMALE,1,3,38555.0,Ballot a
2018,745,Working full time,Never married,18,12,High school,MALE,3,.i:  Inapplicable,47317.5,Ballot c
2018,746,Working full time,Married,57,14,High school,FEMALE,1,4,31545.0,Ballot a
2018,747,Working part time,Widowed,65,16,Bachelor's,FEMALE,1,8,11391.25,Ballot b
2018,748,Working part time,Never married,25,12,High school,FEMALE,3,.i:  Inapplicable,11391.25,Ballot c
2018,749,Working full time,Never married,30,12,High school,MALE,1,.i:  Inapplicable,47317.5,Ballot c
2018,750,"With a job, but not at work because of temporary illness, vacation, strike",Never married,37,13,High school,FEMALE,1,4,47317.5,Ballot a
2018,751,Retired,Married,68,12,High school,FEMALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,752,Working full time,Divorced,47,15,High school,MALE,2,0 hours,84120.0,Ballot b
2018,753,Keeping house,Never married,61,10,Less than high school,MALE,1,10,9638.75,Ballot b
2018,754,Working full time,Never married,23,12,High school,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,755,Working full time,Never married,27,18,High school,MALE,1,2,22782.5,Ballot a
2018,756,Working full time,Never married,19,11,High school,MALE,3,.i:  Inapplicable,70100.0,Ballot c
2018,757,Working full time,Married,54,20,Bachelor's,MALE,2,0 hours,84120.0,Ballot a
2018,758,In school,Married,34,16,Associate/junior college,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,759,Retired,Widowed,89 or older,18,Graduate,FEMALE,1,4,38555.0,Ballot a
2018,760,"Unemployed, laid off, looking for work",Married,34,14,High school,MALE,2,4,57832.5,Ballot a
2018,761,Retired,Married,64,16,Bachelor's,MALE,3,1,158201.84123,Ballot b
2018,762,Working full time,Married,36,16,Bachelor's,FEMALE,4,1,98140.0,Ballot a
2018,763,Keeping house,Divorced,42,16,Bachelor's,FEMALE,2,2,57832.5,Ballot b
2018,764,Working part time,Married,44,16,Associate/junior college,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,765,Working full time,Widowed,44,15,High school,MALE,2,4,158201.84123,Ballot a
2018,766,Working full time,Never married,43,18,Bachelor's,MALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,767,Retired,Widowed,77,17,Bachelor's,FEMALE,1,1,47317.5,Ballot a
2018,768,Working full time,Divorced,43,9,High school,MALE,1,2,-100.0,Ballot a
2018,769,Working part time,Divorced,36,12,High school,MALE,4,.i:  Inapplicable,38555.0,Ballot c
2018,770,Working part time,Never married,30,16,Bachelor's,MALE,1,.i:  Inapplicable,22782.5,Ballot c
2018,771,"With a job, but not at work because of temporary illness, vacation, strike",Divorced,58,19,Bachelor's,MALE,1,0 hours,84120.0,Ballot b
2018,772,Retired,Divorced,89 or older,16,Bachelor's,FEMALE,2,6,98140.0,Ballot a
2018,773,Other,Never married,62,12,High school,MALE,1,8,9638.75,Ballot a
2018,774,Working part time,Widowed,76,14,High school,FEMALE,1,6,9638.75,Ballot a
2018,775,"With a job, but not at work because of temporary illness, vacation, strike",Married,51,14,Associate/junior college,FEMALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,776,Working full time,Never married,27,14,Associate/junior college,FEMALE,3,.i:  Inapplicable,26287.5,Ballot c
2018,777,Retired,Married,73,14,High school,MALE,2,3,26287.5,Ballot a
2018,778,Working full time,Never married,28,8,Less than high school,MALE,4,.i:  Inapplicable,112160.0,Ballot c
2018,779,Working full time,Married,34,16,Bachelor's,MALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,780,Keeping house,Never married,40,12,High school,FEMALE,4,4,11391.25,Ballot b
2018,781,Working full time,Married,35,16,Bachelor's,FEMALE,3,.i:  Inapplicable,70100.0,Ballot c
2018,782,Working full time,Widowed,70,14,High school,MALE,1,2,22782.5,Ballot b
2018,783,Retired,Widowed,82,13,High school,FEMALE,1,.i:  Inapplicable,22782.5,Ballot c
2018,784,Working part time,Divorced,52,17,Associate/junior college,FEMALE,3,3,13143.75,Ballot a
2018,785,Working full time,Divorced,56,12,High school,MALE,2,4,57832.5,Ballot b
2018,786,"With a job, but not at work because of temporary illness, vacation, strike",Married,46,15,High school,FEMALE,2,1,47317.5,Ballot a
2018,787,Working part time,Married,33,12,High school,FEMALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,788,Working part time,Never married,23,8,Less than high school,FEMALE,2,5,38555.0,Ballot a
2018,789,Working full time,Married,48,12,High school,MALE,4,4,98140.0,Ballot a
2018,790,Working full time,Divorced,55,14,Associate/junior college,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,791,Keeping house,Divorced,56,12,High school,FEMALE,1,3,7886.25,Ballot a
2018,792,Retired,Married,74,16,Bachelor's,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,793,Working full time,Never married,28,12,High school,FEMALE,4,1,26287.5,Ballot a
2018,794,Working full time,Married,24,.d:  Do not Know/Cannot Choose,High school,FEMALE,3,.i:  Inapplicable,38555.0,Ballot c
2018,795,Retired,Married,62,20,Bachelor's,MALE,2,1,38555.0,Ballot b
2018,796,Working part time,Widowed,74,15,Associate/junior college,FEMALE,2,.i:  Inapplicable,16648.75,Ballot c
2018,797,Working full time,Never married,24,12,High school,FEMALE,3,1,19277.5,Ballot b
2018,798,Working full time,Married,29,15,High school,FEMALE,3,1,26287.5,Ballot a
2018,799,Working full time,Widowed,59,14,High school,FEMALE,2,3,31545.0,Ballot b
2018,800,Retired,Never married,73,15,Associate/junior college,MALE,1,4,26287.5,Ballot a
2018,801,"With a job, but not at work because of temporary illness, vacation, strike",Married,65,3,Less than high school,MALE,2,.i:  Inapplicable,16648.75,Ballot c
2018,802,Working full time,Married,19,12,High school,FEMALE,6,1,-100.0,Ballot b
2018,803,Working part time,Never married,22,12,High school,FEMALE,4,3,14896.25,Ballot a
2018,804,Working part time,Married,40,16,Bachelor's,MALE,5,1,47317.5,Ballot b
2018,805,Working full time,Married,48,7,Less than high school,MALE,2,2,57832.5,Ballot a
2018,806,Retired,Married,61,12,High school,MALE,2,12,1402.0,Ballot b
2018,807,Working full time,Married,49,16,Graduate,FEMALE,5,2,158201.84123,Ballot a
2018,808,Working full time,Married,39,12,High school,MALE,4,.i:  Inapplicable,57832.5,Ballot c
2018,809,Working full time,Separated,45,16,Associate/junior college,FEMALE,1,.i:  Inapplicable,19277.5,Ballot c
2018,810,Retired,Never married,60,13,High school,MALE,1,10,9638.75,Ballot b
2018,811,Working full time,Never married,32,16,Bachelor's,MALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,812,Working part time,Never married,39,18,Bachelor's,MALE,1,.i:  Inapplicable,26287.5,Ballot c
2018,813,Working full time,Married,52,16,Bachelor's,FEMALE,2,1,47317.5,Ballot b
2018,814,Working part time,Married,44,15,High school,FEMALE,4,9,38555.0,Ballot b
2018,815,Working part time,Divorced,59,12,High school,FEMALE,2,2,5257.5,Ballot b
2018,816,Working part time,Divorced,46,12,High school,FEMALE,3,.i:  Inapplicable,14896.25,Ballot c
2018,817,"Unemployed, laid off, looking for work",Never married,63,12,High school,MALE,1,2,7886.25,Ballot a
2018,818,"Unemployed, laid off, looking for work",Never married,26,12,High school,MALE,1,.i:  Inapplicable,-100.0,Ballot c
2018,819,"Unemployed, laid off, looking for work",Never married,31,12,High school,MALE,1,0 hours,5257.5,Ballot b
2018,820,"Unemployed, laid off, looking for work",Never married,19,12,High school,MALE,3,.i:  Inapplicable,31545.0,Ballot c
2018,821,Working part time,Never married,40,18,Graduate,FEMALE,2,2,70100.0,Ballot b
2018,822,Retired,Married,64,16,High school,MALE,2,.i:  Inapplicable,38555.0,Ballot c
2018,823,In school,Never married,25,15,High school,MALE,3,.i:  Inapplicable,70100.0,Ballot c
2018,824,Retired,Married,56,12,High school,MALE,3,10,4556.5,Ballot b
2018,825,Keeping house,Married,41,14,Associate/junior college,FEMALE,4,.i:  Inapplicable,47317.5,Ballot c
2018,826,Working full time,Divorced,54,16,Bachelor's,FEMALE,3,1,47317.5,Ballot b
2018,827,Working full time,Separated,40,12,High school,MALE,2,2,-100.0,Ballot a
2018,828,Working full time,Married,64,16,Bachelor's,MALE,2,1,158201.84123,Ballot a
2018,829,Working full time,Divorced,56,16,Bachelor's,FEMALE,1,.i:  Inapplicable,57832.5,Ballot c
2018,830,Retired,Widowed,71,12,High school,FEMALE,1,5,57832.5,Ballot b
2018,831,Working full time,Married,50,16,Bachelor's,MALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,832,Retired,Divorced,69,13,High school,MALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,833,Working full time,Never married,49,12,High school,MALE,2,4,19277.5,Ballot b
2018,834,Working full time,Married,61,12,High school,MALE,2,3,158201.84123,Ballot b
2018,835,"Unemployed, laid off, looking for work",Divorced,38,19,Associate/junior college,FEMALE,2,.i:  Inapplicable,112160.0,Ballot c
2018,836,Working full time,Married,74,16,Bachelor's,MALE,2,1,158201.84123,Ballot b
2018,837,Keeping house,Married,40,12,High school,FEMALE,6,2,158201.84123,Ballot b
2018,838,Keeping house,Married,34,12,High school,MALE,4,4,-100.0,Ballot a
2018,839,Working full time,Divorced,41,14,Associate/junior college,MALE,1,1,38555.0,Ballot b
2018,840,Working full time,Married,78,10,Less than high school,MALE,2,4,47317.5,Ballot b
2018,841,Working part time,Married,47,9,Less than high school,FEMALE,5,0 hours,22782.5,Ballot a
2018,842,Working part time,Never married,50,14,High school,FEMALE,5,.i:  Inapplicable,47317.5,Ballot c
2018,843,Working full time,Separated,41,12,High school,FEMALE,5,2,14896.25,Ballot b
2018,844,"Unemployed, laid off, looking for work",Divorced,63,15,Associate/junior college,FEMALE,9,2,-100.0,Ballot a
2018,845,Working full time,Married,56,14,High school,MALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,846,Keeping house,Never married,18,12,High school,FEMALE,2,1,47317.5,Ballot a
2018,847,Working full time,Married,25,12,High school,MALE,3,.i:  Inapplicable,22782.5,Ballot c
2018,848,Working full time,Married,55,14,Associate/junior college,FEMALE,2,1,57832.5,Ballot b
2018,849,Working part time,Divorced,58,14,High school,MALE,2,12,-100.0,Ballot a
2018,850,Working part time,Married,39,14,Associate/junior college,FEMALE,4,.i:  Inapplicable,47317.5,Ballot c
2018,851,Keeping house,Married,42,16,Bachelor's,FEMALE,5,3,84120.0,Ballot b
2018,852,In school,Never married,25,12,High school,MALE,5,.i:  Inapplicable,38555.0,Ballot c
2018,853,Retired,Married,76,6,Less than high school,FEMALE,2,4,9638.75,Ballot b
2018,854,Working full time,Divorced,53,17,Bachelor's,FEMALE,4,2,57832.5,Ballot a
2018,855,Working full time,Never married,57,14,High school,MALE,1,0 hours,47317.5,Ballot a
2018,856,Working full time,Married,53,14,Associate/junior college,FEMALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,857,Retired,Married,63,16,High school,MALE,5,0 hours,38555.0,Ballot a
2018,858,Keeping house,Married,62,16,Bachelor's,FEMALE,2,.i:  Inapplicable,-100.0,Ballot c
2018,859,Working full time,Married,56,17,Bachelor's,FEMALE,3,3,-100.0,Ballot b
2018,860,Retired,Divorced,70,12,High school,MALE,1,.i:  Inapplicable,57832.5,Ballot c
